customer_id,segment_name,behavioral_state,primary_country,lifetime_orders,total_value,recency_days,average_order_value,recent_90d_value,prior_90d_value,value_momentum_pct,frequency_momentum_pct,product_count,primary_active_signal,insufficient_history
13283,Emerging Engagement,ENGAGED,United Kingdom,4,373.36,59,93.34,68.16,0.0,1.0,1.0,19,POSITIVE_MOMENTUM,False
13284,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,201.19,330,201.19,0.0,0.0,0.0,0.0,13,None,True
13285,High-Value Stable,ENGAGED,United Kingdom,6,3364.59,23,560.765,739.02,796.83,-0.0725,0.0,182,None,False
13286,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,734.91,600,734.91,0.0,0.0,0.0,0.0,46,None,True
13287,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,781.59,603,260.53,0.0,0.0,0.0,0.0,46,None,False
13288,Low-Activity / Long-Recency,DORMANT,United Kingdom,5,927.61,443,185.522,0.0,0.0,0.0,0.0,7,None,False
13289,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,307.95,723,307.95,0.0,0.0,0.0,0.0,16,None,True
13290,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,208.63,438,208.63,0.0,0.0,0.0,0.0,1,None,True
13291,High-Value Stable,DORMANT,United Kingdom,11,3270.79,155,297.3445,0.0,361.11,-1.0,-1.0,155,HIGH_VALUE_SOFTENING,False
13292,Emerging Engagement,ENGAGED,United Kingdom,5,994.51,38,198.902,329.37,0.0,1.0,1.0,55,POSITIVE_MOMENTUM,False
13293,Low-Activity / Long-Recency,DORMANT,United Kingdom,6,1192.94,392,198.8233,0.0,0.0,0.0,0.0,51,None,False
13294,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,1689.53,189,563.1767,0.0,0.0,0.0,0.0,93,None,False
13295,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,1101.97,359,275.4925,0.0,0.0,0.0,0.0,56,None,False
13296,Low-Activity / Long-Recency,DORMANT,United Kingdom,6,792.51,137,132.085,0.0,87.4,-1.0,-1.0,50,None,False
13297,Emerging Engagement,ENGAGED,United Kingdom,7,4368.62,7,624.0886,2089.85,0.0,1.0,1.0,108,POSITIVE_MOMENTUM,False
13298,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,360.0,1,360.0,360.0,0.0,1.0,1.0,2,EMERGING_BROADENING,True
13299,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,1218.7,268,406.2333,0.0,0.0,0.0,0.0,56,None,False
13300,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,1285.51,169,428.5033,0.0,371.89,-1.0,-1.0,44,None,False
13301,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,618.09,103,154.5225,0.0,290.32,-1.0,-1.0,75,None,False
13302,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,159.2,155,79.6,0.0,63.75,-1.0,-1.0,3,None,False
13303,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,61.72,400,61.72,0.0,0.0,0.0,0.0,4,None,True
13304,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,1217.99,351,304.4975,0.0,0.0,0.0,0.0,59,None,False
13305,High-Value Stable,SOFTENING,United Kingdom,16,3616.41,4,226.0256,529.61,831.0,-0.3627,-0.5,153,BROAD_ENGAGEMENT_SOFTENING,False
13306,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,53.65,430,53.65,0.0,0.0,0.0,0.0,4,None,True
13307,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,273.34,120,91.1133,0.0,15.0,-1.0,-1.0,15,None,False
13308,Emerging Engagement,ENGAGED,United Kingdom,4,1670.37,22,417.5925,570.56,0.0,1.0,1.0,65,POSITIVE_MOMENTUM,False
13309,Emerging Engagement,ENGAGED,United Kingdom,6,1706.37,7,284.395,910.15,0.0,1.0,1.0,95,POSITIVE_MOMENTUM,False
13310,Emerging Engagement,ENGAGED,United Kingdom,5,1541.2,28,308.24,314.38,0.0,1.0,1.0,80,POSITIVE_MOMENTUM,False
13311,Low-Activity / Long-Recency,REACTIVATED,United Kingdom,2,598.57,4,299.285,108.46,490.11,-0.7787,0.0,25,None,False
13312,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,124.75,451,124.75,0.0,0.0,0.0,0.0,5,None,True
13313,High-Value Stable,ENGAGED,United Kingdom,12,3445.32,22,287.11,636.98,308.6,1.0641,1.0,105,POSITIVE_MOMENTUM,False
13314,Unsegmented (Insufficient History),ENGAGED,United Kingdom,3,775.94,1,258.6467,775.94,0.0,1.0,1.0,55,POSITIVE_MOMENTUM,True
13315,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,310.26,689,310.26,0.0,0.0,0.0,0.0,22,None,True
13316,High-Value Stable,SOFTENING,United Kingdom,10,12940.82,37,1294.082,2197.75,1912.7,0.149,1.0,115,None,False
13317,High-Value Stable,ENGAGED,United Kingdom,19,6486.091,66,341.3732,959.7,0.0,1.0,1.0,222,POSITIVE_MOMENTUM,False
13318,Unsegmented (Insufficient History),EMERGING,United Kingdom,3,640.76,1,213.5867,640.76,0.0,1.0,1.0,14,EMERGING_BROADENING,True
13319,High-Value Stable,ENGAGED,United Kingdom,58,21323.22,5,367.6417,3455.08,2380.57,0.4514,0.1667,345,None,False
13320,High-Value Stable,SOFTENING,United Kingdom,6,2211.6,78,368.6,551.05,472.54,0.1661,0.0,98,None,False
13321,Unsegmented (Insufficient History),SOFTENING,United Kingdom,2,567.36,72,283.68,567.36,0.0,1.0,1.0,10,POSITIVE_MOMENTUM,True
13322,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,199.48,17,199.48,199.48,0.0,1.0,1.0,25,EMERGING_BROADENING,True
13323,Unsegmented (Insufficient History),ENGAGED,United Kingdom,5,787.85,3,157.57,787.85,0.0,1.0,1.0,6,POSITIVE_MOMENTUM,True
13324,High-Value Stable,SOFTENING,United Kingdom,18,10513.47,36,584.0817,3322.96,0.0,1.0,1.0,36,POSITIVE_MOMENTUM,False
13325,Unsegmented (Insufficient History),SOFTENING,United Kingdom,1,675.3,81,675.3,675.3,0.0,1.0,1.0,12,POSITIVE_MOMENTUM,True
13326,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,281.76,432,281.76,0.0,0.0,0.0,0.0,13,None,True
13327,High-Value Stable,SOFTENING,United Kingdom,20,9134.48,38,456.724,889.02,866.4,0.0261,-0.5,175,BROAD_ENGAGEMENT_SOFTENING,False
13328,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,1308.48,316,1308.48,0.0,0.0,0.0,0.0,17,None,True
13329,Emerging Engagement,ENGAGED,United Kingdom,8,4808.77,31,601.0963,484.8,0.0,1.0,1.0,68,POSITIVE_MOMENTUM,False
13330,Low-Activity / Long-Recency,SOFTENING,United Kingdom,6,2796.1,92,466.0167,0.0,412.71,-1.0,-1.0,80,None,False
13331,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,262.4,401,262.4,0.0,0.0,0.0,0.0,12,None,True
13332,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,350.9,14,350.9,350.9,0.0,1.0,1.0,21,EMERGING_BROADENING,True
13333,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,1015.74,411,338.58,0.0,0.0,0.0,0.0,54,None,False
13334,High-Value Stable,SOFTENING,United Kingdom,5,6201.8,82,1240.36,793.73,0.0,1.0,1.0,307,POSITIVE_MOMENTUM,False
13336,Unsegmented (Insufficient History),SOFTENING,United Kingdom,1,795.12,77,795.12,795.12,0.0,1.0,1.0,51,POSITIVE_MOMENTUM,True
13337,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,1575.26,546,1575.26,0.0,0.0,0.0,0.0,87,None,True
13338,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,2445.62,157,611.405,0.0,487.02,-1.0,-1.0,113,BROAD_ENGAGEMENT_SOFTENING,False
13339,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,860.12,200,860.12,0.0,0.0,0.0,0.0,54,None,True
13340,High-Value Stable,SOFTENING,United Kingdom,12,22100.56,45,1841.7133,1506.94,5551.51,-0.7286,-0.5,190,HIGH_VALUE_SOFTENING,False
13341,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,775.85,260,775.85,0.0,0.0,0.0,0.0,42,None,True
13343,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,353.43,177,353.43,0.0,353.43,-1.0,-1.0,19,None,True
13344,Emerging Engagement,ENGAGED,United Kingdom,3,2511.69,67,837.23,855.54,0.0,1.0,1.0,115,POSITIVE_MOMENTUM,False
13345,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,389.5,287,389.5,0.0,0.0,0.0,0.0,20,None,True
13346,Low-Activity / Long-Recency,DORMANT,United Kingdom,6,299.4,462,49.9,0.0,0.0,0.0,0.0,4,None,False
13347,Unsegmented (Insufficient History),SOFTENING,United Kingdom,1,341.36,70,341.36,341.36,0.0,1.0,1.0,8,POSITIVE_MOMENTUM,True
13348,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,233.76,64,233.76,233.76,0.0,1.0,1.0,14,EMERGING_BROADENING,True
13349,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,247.32,10,247.32,247.32,0.0,1.0,1.0,16,EMERGING_BROADENING,True
13350,Unsegmented (Insufficient History),ENGAGED,United Kingdom,2,979.12,16,489.56,979.12,0.0,1.0,1.0,36,POSITIVE_MOMENTUM,True
13351,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,373.94,66,373.94,373.94,0.0,1.0,1.0,16,EMERGING_BROADENING,True
13352,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,397.98,60,397.98,397.98,0.0,1.0,1.0,24,EMERGING_BROADENING,True
13354,Unsegmented (Insufficient History),SOFTENING,United Kingdom,1,743.53,71,743.53,743.53,0.0,1.0,1.0,51,POSITIVE_MOMENTUM,True
13355,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,674.7,122,674.7,0.0,674.7,-1.0,-1.0,32,None,True
13356,Unsegmented (Insufficient History),SOFTENING,United Kingdom,1,768.24,80,768.24,768.24,0.0,1.0,1.0,42,POSITIVE_MOMENTUM,True
13357,High-Value Stable,DORMANT,United Kingdom,5,3805.51,257,761.102,0.0,0.0,0.0,0.0,284,HISTORICAL_VALUE_DORMANT,False
13358,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,439.03,268,439.03,0.0,0.0,0.0,0.0,29,None,True
13359,Emerging Engagement,ENGAGED,United Kingdom,2,1043.31,63,521.655,439.56,0.0,1.0,1.0,52,POSITIVE_MOMENTUM,False
13360,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,1553.65,431,388.4125,0.0,0.0,0.0,0.0,58,None,False
13361,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,1450.5,472,725.25,0.0,0.0,0.0,0.0,29,None,False
13362,High-Value Stable,ENGAGED,United Kingdom,7,5394.07,9,770.5814,1509.21,0.0,1.0,1.0,186,POSITIVE_MOMENTUM,False
13363,Emerging Engagement,ENGAGED,United Kingdom,3,1723.86,17,574.62,992.5,0.0,1.0,1.0,78,POSITIVE_MOMENTUM,False
13364,Unsegmented (Insufficient History),SOFTENING,United Kingdom,1,134.96,71,134.96,134.96,0.0,1.0,1.0,10,POSITIVE_MOMENTUM,True
13365,Emerging Engagement,ENGAGED,United Kingdom,2,2225.37,33,1112.685,1524.77,0.0,1.0,1.0,122,POSITIVE_MOMENTUM,False
13366,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,56.16,50,56.16,56.16,0.0,1.0,1.0,1,EMERGING_BROADENING,True
13367,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,510.2,431,510.2,0.0,0.0,0.0,0.0,20,None,True
13368,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,1121.5,256,280.375,0.0,0.0,0.0,0.0,45,None,False
13369,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,308.28,365,308.28,0.0,0.0,0.0,0.0,14,None,True
13370,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,754.87,371,754.87,0.0,0.0,0.0,0.0,39,None,True
13371,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,2297.66,505,1148.83,0.0,0.0,0.0,0.0,75,None,False
13372,Unsegmented (Insufficient History),SOFTENING,United Kingdom,1,378.64,89,378.64,378.64,0.0,1.0,1.0,23,POSITIVE_MOMENTUM,True
13373,High-Value Stable,ENGAGED,United Kingdom,6,7587.19,60,1264.5317,1256.67,1067.88,0.1768,0.0,292,None,False
13374,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,422.8,414,211.4,0.0,0.0,0.0,0.0,17,None,False
13375,Emerging Engagement,SOFTENING,United Kingdom,2,1792.23,88,896.115,778.65,0.0,1.0,1.0,62,POSITIVE_MOMENTUM,False
13376,Low-Activity / Long-Recency,SOFTENING,United Kingdom,3,1019.76,99,339.92,0.0,249.76,-1.0,-1.0,45,None,False
13377,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,1552.88,396,776.44,0.0,0.0,0.0,0.0,71,None,False
13379,Emerging Engagement,ENGAGED,United Kingdom,3,572.56,26,190.8533,436.27,136.29,2.201,1.0,85,POSITIVE_MOMENTUM,False
13380,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,62.4,432,62.4,0.0,0.0,0.0,0.0,3,None,True
13381,High-Value Stable,SOFTENING,United Kingdom,12,8224.37,31,685.3642,1177.98,1389.98,-0.1525,0.0,154,None,False
13382,Low-Activity / Long-Recency,DORMANT,United Kingdom,5,1387.58,280,277.516,0.0,0.0,0.0,0.0,74,None,False
13383,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,305.28,543,305.28,0.0,0.0,0.0,0.0,1,None,True
13384,High-Value Stable,SOFTENING,United Kingdom,11,6680.83,30,607.3482,2396.09,1755.84,0.3646,1.5,192,POSITIVE_MOMENTUM,False
13385,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,534.57,329,534.57,0.0,0.0,0.0,0.0,35,None,True
13386,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,835.46,414,417.73,0.0,0.0,0.0,0.0,24,None,False
13387,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,186.94,417,186.94,0.0,0.0,0.0,0.0,71,None,True
13388,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,1185.65,131,395.2167,0.0,677.1,-1.0,-1.0,68,None,False
13389,Emerging Engagement,ENGAGED,United Kingdom,3,797.96,11,265.9867,540.07,0.0,1.0,1.0,50,POSITIVE_MOMENTUM,False
13390,Unsegmented (Insufficient History),SOFTENING,United Kingdom,1,544.08,74,544.08,544.08,0.0,1.0,1.0,13,POSITIVE_MOMENTUM,True
13391,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,59.8,203,59.8,0.0,0.0,0.0,0.0,1,None,True
13392,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,91.14,677,91.14,0.0,0.0,0.0,0.0,8,None,True
13393,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,1131.45,583,282.8625,0.0,0.0,0.0,0.0,53,None,False
13394,High-Value Stable,SOFTENING,United Kingdom,19,6621.7,1,348.5105,976.57,608.12,0.6059,0.5,254,POSITIVE_MOMENTUM,False
13395,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,1180.23,185,393.41,0.0,0.0,0.0,0.0,77,None,False
13396,Emerging Engagement,ENGAGED,United Kingdom,2,1360.99,29,680.495,973.72,0.0,1.0,1.0,42,POSITIVE_MOMENTUM,False
13397,High-Value Stable,SOFTENING,United Kingdom,10,3191.87,72,319.187,315.94,247.72,0.2754,0.0,68,None,False
13398,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,670.34,192,335.17,0.0,0.0,0.0,0.0,37,None,False
13399,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,275.4,464,91.8,0.0,0.0,0.0,0.0,10,None,False
13400,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,310.83,582,310.83,0.0,0.0,0.0,0.0,23,None,True
13402,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,1226.85,127,306.7125,0.0,312.95,-1.0,-1.0,55,None,False
13403,Emerging Engagement,ENGAGED,United Kingdom,3,229.5,17,76.5,75.0,0.0,1.0,1.0,9,POSITIVE_MOMENTUM,False
13404,Emerging Engagement,REACTIVATED,United Kingdom,2,252.49,1,126.245,34.68,0.0,1.0,1.0,11,POSITIVE_MOMENTUM,False
13405,Emerging Engagement,SOFTENING,United Kingdom,6,1213.811,74,202.3018,15.001,0.0,1.0,1.0,33,POSITIVE_MOMENTUM,False
13406,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,568.92,427,284.46,0.0,0.0,0.0,0.0,7,None,False
13407,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,2244.7,578,748.2333,0.0,0.0,0.0,0.0,85,None,False
13408,High-Value Stable,ENGAGED,United Kingdom,106,50174.782,1,473.347,10280.36,6331.77,0.6236,0.4,321,POSITIVE_MOMENTUM,False
13410,Emerging Engagement,ENGAGED,United Kingdom,9,2201.96,24,244.6622,458.02,0.0,1.0,1.0,25,POSITIVE_MOMENTUM,False
13411,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,213.55,107,213.55,0.0,213.55,-1.0,-1.0,17,None,True
13412,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,487.35,620,487.35,0.0,0.0,0.0,0.0,33,None,True
13413,Low-Activity / Long-Recency,DORMANT,United Kingdom,6,429.44,639,71.5733,0.0,0.0,0.0,0.0,38,None,False
13414,Low-Activity / Long-Recency,DORMANT,United Kingdom,6,2494.14,133,415.69,0.0,1000.5,-1.0,-1.0,48,None,False
13415,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,784.17,472,196.0425,0.0,0.0,0.0,0.0,85,None,False
13416,Emerging Engagement,ENGAGED,United Kingdom,3,940.8,43,313.6,712.5,0.0,1.0,1.0,16,POSITIVE_MOMENTUM,False
13417,Emerging Engagement,REACTIVATED,United Kingdom,6,1669.49,4,278.2483,404.83,0.0,1.0,1.0,57,POSITIVE_MOMENTUM,False
13418,High-Value Stable,SOFTENING,United Kingdom,31,11559.66,11,372.8923,1383.3,1403.53,-0.0144,-0.5,328,BROAD_ENGAGEMENT_SOFTENING,False
13419,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,221.06,63,221.06,221.06,0.0,1.0,1.0,16,EMERGING_BROADENING,True
13420,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,159.85,149,79.925,0.0,159.85,-1.0,-1.0,8,None,False
13421,High-Value Stable,ENGAGED,United Kingdom,8,4058.75,40,507.3438,1008.67,0.0,1.0,1.0,174,POSITIVE_MOMENTUM,False
13422,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,2626.3,64,2626.3,2626.3,0.0,1.0,1.0,127,EMERGING_BROADENING,True
13423,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,217.03,428,217.03,0.0,0.0,0.0,0.0,12,None,True
13424,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,572.77,449,572.77,0.0,0.0,0.0,0.0,40,None,True
13425,Low-Activity / Long-Recency,DORMANT,United Kingdom,5,3390.43,108,678.086,0.0,1222.64,-1.0,-1.0,124,HIGH_VALUE_SOFTENING,False
13426,High-Value Stable,ENGAGED,United Kingdom,22,8167.38,0,371.2445,2082.64,0.0,1.0,1.0,162,POSITIVE_MOMENTUM,False
13427,Low-Activity / Long-Recency,ENGAGED,United Kingdom,6,1006.53,19,167.755,117.74,250.36,-0.5297,0.0,35,None,False
13428,Emerging Engagement,ENGAGED,United Kingdom,3,478.54,10,159.5133,201.78,0.0,1.0,1.0,122,POSITIVE_MOMENTUM,False
13429,Unsegmented (Insufficient History),ENGAGED,United Kingdom,4,1006.8,10,251.7,1006.8,0.0,1.0,1.0,55,POSITIVE_MOMENTUM,True
13430,Unsegmented (Insufficient History),ENGAGED,United Kingdom,2,679.45,18,339.725,679.45,0.0,1.0,1.0,48,POSITIVE_MOMENTUM,True
13431,Emerging Engagement,ENGAGED,United Kingdom,8,3316.24,67,414.53,1269.1,0.0,1.0,1.0,113,POSITIVE_MOMENTUM,False
13432,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,439.1,571,219.55,0.0,0.0,0.0,0.0,98,None,False
13433,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,658.32,501,164.58,0.0,0.0,0.0,0.0,22,None,False
13434,Emerging Engagement,SOFTENING,United Kingdom,5,1666.86,74,333.372,461.4,72.84,5.3344,0.0,17,None,False
13435,Emerging Engagement,ENGAGED,United Kingdom,9,4447.33,5,494.1478,2721.77,644.4,3.2237,1.0,96,POSITIVE_MOMENTUM,False
13436,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,196.89,1,196.89,196.89,0.0,1.0,1.0,12,EMERGING_BROADENING,True
13437,High-Value Stable,ENGAGED,United Kingdom,7,3408.06,14,486.8657,1234.46,732.7,0.6848,0.0,143,None,False
13438,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,46.5,547,46.5,0.0,0.0,0.0,0.0,1,None,True
13439,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,986.61,255,328.87,0.0,0.0,0.0,0.0,132,None,False
13440,Low-Activity / Long-Recency,DORMANT,United Kingdom,7,1295.25,423,185.0357,0.0,0.0,0.0,0.0,49,None,False
13441,Low-Activity / Long-Recency,SOFTENING,United Kingdom,2,720.9,91,360.45,0.0,296.64,-1.0,-1.0,33,None,False
13442,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,419.87,667,139.9567,0.0,0.0,0.0,0.0,33,None,False
13443,Low-Activity / Long-Recency,DORMANT,United Kingdom,6,1273.16,448,212.1933,0.0,0.0,0.0,0.0,176,None,False
13444,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,619.08,374,309.54,0.0,0.0,0.0,0.0,51,None,False
13445,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,241.9,626,241.9,0.0,0.0,0.0,0.0,7,None,True
13446,High-Value Stable,DORMANT,United Kingdom,11,3881.89,430,352.8991,0.0,0.0,0.0,0.0,113,HISTORICAL_VALUE_DORMANT,False
13447,Unsegmented (Insufficient History),EMERGING,United Kingdom,3,1129.14,23,376.38,1129.14,0.0,1.0,1.0,55,EMERGING_BROADENING,True
13448,High-Value Stable,ENGAGED,United Kingdom,13,8745.93,16,672.7638,2111.43,0.0,1.0,1.0,321,POSITIVE_MOMENTUM,False
13449,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,291.88,23,291.88,291.88,0.0,1.0,1.0,19,EMERGING_BROADENING,True
13450,High-Value Stable,SOFTENING,United Kingdom,13,4120.04,26,316.9262,622.26,742.92,-0.1624,0.0,57,None,False
13451,High-Value Stable,ENGAGED,United Kingdom,11,7090.06,26,644.5509,512.76,796.02,-0.3558,0.0,561,HIGH_VALUE_SOFTENING,False
13452,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,729.8,259,243.2667,0.0,0.0,0.0,0.0,2,None,False
13453,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,781.69,165,260.5633,0.0,171.98,-1.0,-1.0,33,None,False
13454,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,219.87,641,219.87,0.0,0.0,0.0,0.0,23,None,True
13455,Emerging Engagement,ENGAGED,United Kingdom,6,2212.99,24,368.8317,365.4,0.0,1.0,1.0,79,POSITIVE_MOMENTUM,False
13456,Emerging Engagement,ENGAGED,United Kingdom,6,1766.72,17,294.4533,911.66,647.4,0.4082,0.5,43,POSITIVE_MOMENTUM,False
13457,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,148.22,688,74.11,0.0,0.0,0.0,0.0,9,None,False
13458,High-Value Stable,ENGAGED,United Kingdom,16,11959.27,7,747.4544,1968.15,1418.34,0.3876,0.3333,290,POSITIVE_MOMENTUM,False
13459,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,1160.41,624,580.205,0.0,0.0,0.0,0.0,57,None,False
13460,Unsegmented (Insufficient History),EMERGING,United Kingdom,2,183.44,29,91.72,183.44,0.0,1.0,1.0,16,EMERGING_BROADENING,True
13461,Low-Activity / Long-Recency,ENGAGED,United Kingdom,6,4160.0,38,693.3333,560.8,884.2,-0.3658,-0.5,30,HIGH_VALUE_SOFTENING,False
13462,Low-Activity / Long-Recency,DORMANT,United Kingdom,5,1153.85,252,230.77,0.0,0.0,0.0,0.0,64,None,False
13464,Emerging Engagement,ENGAGED,United Kingdom,6,3097.64,58,516.2733,674.68,0.0,1.0,1.0,128,POSITIVE_MOMENTUM,False
13465,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,931.12,446,465.56,0.0,0.0,0.0,0.0,34,None,False
13466,Low-Activity / Long-Recency,DORMANT,United Kingdom,5,1013.35,184,202.67,0.0,0.0,0.0,0.0,49,None,False
13467,Unsegmented (Insufficient History),EMERGING,United Kingdom,2,1071.91,10,535.955,1071.91,0.0,1.0,1.0,89,EMERGING_BROADENING,True
13468,High-Value Stable,ENGAGED,United Kingdom,72,12793.28,1,177.6844,965.95,1147.9,-0.1585,0.0,290,HIGH_FREQUENCY_LOW_VALUE,False
13469,Unsegmented (Insufficient History),DORMANT,United Kingdom,1,82.4,653,82.4,0.0,0.0,0.0,0.0,6,None,True
13470,Low-Activity / Long-Recency,SOFTENING,United Kingdom,2,165.0,99,82.5,0.0,165.0,-1.0,-1.0,7,None,False
13471,Unsegmented (Insufficient History),EMERGING,United Kingdom,4,2501.84,1,625.46,2501.84,0.0,1.0,1.0,214,EMERGING_BROADENING,True
13472,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,592.24,463,296.12,0.0,0.0,0.0,0.0,24,None,False
13473,Emerging Engagement,ENGAGED,United Kingdom,8,2657.76,60,332.22,181.38,0.0,1.0,1.0,65,POSITIVE_MOMENTUM,False
13474,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,646.59,236,215.53,0.0,0.0,0.0,0.0,116,None,False
13475,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,1431.78,191,357.945,0.0,0.0,0.0,0.0,64,None,False
13476,Low-Activity / Long-Recency,DORMANT,United Kingdom,5,2061.47,178,412.294,0.0,510.87,-1.0,-1.0,86,BROAD_ENGAGEMENT_SOFTENING,False
13477,High-Value Stable,ENGAGED,United Kingdom,11,2819.17,37,256.2882,555.03,383.52,0.4472,0.0,112,None,False
13478,Low-Activity / Long-Recency,DORMANT,United Kingdom,5,2215.78,469,443.156,0.0,0.0,0.0,0.0,114,None,False
13479,Low-Activity / Long-Recency,DORMANT,United Kingdom,4,851.37,200,212.8425,0.0,0.0,0.0,0.0,45,None,False
13480,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,627.82,416,313.91,0.0,0.0,0.0,0.0,40,None,False
13481,High-Value Stable,SOFTENING,United Kingdom,11,3830.84,45,348.2582,443.23,382.34,0.1593,-0.5,162,BROAD_ENGAGEMENT_SOFTENING,False
13482,Low-Activity / Long-Recency,DORMANT,United Kingdom,2,336.09,232,168.045,0.0,0.0,0.0,0.0,20,None,False
13483,Unsegmented (Insufficient History),EMERGING,United Kingdom,1,140.34,65,140.34,140.34,0.0,1.0,1.0,10,EMERGING_BROADENING,True
13484,Low-Activity / Long-Recency,DORMANT,United Kingdom,3,790.72,241,263.5733,0.0,0.0,0.0,0.0,38,None,False
13485,High-Value Stable,DORMANT,United Kingdom,11,3019.22,233,274.4745,0.0,0.0,0.0,0.0,131,HISTORICAL_VALUE_DORMANT,False
13486,Low-Activity / Long-Recency,SOFTENING,United Kingdom,3,1122.41,78,374.1367,302.8,819.61,-0.6306,-0.5,69,None,False
13487,Emerging Engagement,ENGAGED,United Kingdom,5,846.87,57,169.374,166.6,0.0,1.0,1.0,31,POSITIVE_MOMENTUM,False
