stock_code,description,total_quantity,total_revenue,customer_count,order_count,revenue_share
15056P,EDWARDIAN PARASOL PINK,2436,11872.810000000001,186,321,0.0007
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,9592,11818.65,490,814,0.0007
84212,"ASSORTED FLOWER COLOUR ""LEIS""",24665,11759.77,140,258,0.0007
22584,PACK OF 6 PANNETONE GIFT BOXES,4793,11725.48,408,498,0.0007
20723,STRAWBERRY CHARLOTTE BAG,14542,11654.8,356,988,0.0007
23077,DOUGHNUT LIP GLOSS,9642,11615.7,217,308,0.0007
22654,DELUXE SEWING KIT,2045,11611.27,300,440,0.0007
23174,REGENCY SUGAR BOWL GREEN,2954,11567.24,190,268,0.0007
21156,RETROSPOT CHILDRENS APRON,6437,11562.37,335,526,0.0007
22464,HANGING METAL HEART LANTERN,7388,11530.56,397,645,0.0007
22838,3 TIER CAKE TIN RED AND CREAM,844,11467.38,177,220,0.0007
21668,RED STRIPE CERAMIC DRAWER KNOB,9391,11446.75,255,614,0.0007
22804,CANDLEHOLDER PINK HANGING HEART,4069,11400.75,325,521,0.0007
20750,RED/WHITE DOT MINI CASES,1587,11387.93,246,388,0.0007
22192,BLUE DINER WALL CLOCK,1373,11358.78,260,511,0.0007
47567B,TEA TIME KITCHEN APRON,2128,11321.320000000002,179,320,0.0007
21080,SET/20 RED SPOTTY PAPER NAPKINS,15165,11310.21,481,781,0.0007
22207,FRYING PAN UNION FLAG,2858,11283.86,189,324,0.0006
22365,DOORMAT RESPECTABLE HOUSE,1863,11282.69,146,244,0.0006
21080,SET/20 RED RETROSPOT PAPER NAPKINS,14329,11229.27,493,890,0.0006
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,8514,11187.26,404,697,0.0006
22082,RIBBON REEL STRIPES DESIGN,6878,11166.78,512,819,0.0006
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3090,11155.41,285,518,0.0006
22623,BOX OF VINTAGE JIGSAW BLOCKS,2195,11129.42,334,500,0.0006
22750,FELTCRAFT PRINCESS LOLA DOLL,3039,11094.51,362,597,0.0006
21906,PHARMACIE FIRST AID TIN,1642,11093.9,214,311,0.0006
22088,PAPER BUNTING COLOURED LACE,4038,11086.900000000001,266,478,0.0006
21485,RED SPOT HEART HOT WATER BOTTLE,2362,11031.1,282,410,0.0006
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,9171,11022.43,263,563,0.0006
84987,SET OF 36 TEATIME PAPER DOILIES,7832,11012.88,406,642,0.0006
22444,GROW YOUR OWN PLANT IN A CAN,8960,10976.56,249,328,0.0006
22151,PLACE SETTING WHITE HEART,27085,10910.31,361,645,0.0006
47599A,PINK PARTY BAGS,5878,10841.48,202,325,0.0006
22301,COFFEE MUG CAT + BIRD DESIGN,4733,10831.289999999999,273,466,0.0006
22631,CIRCUS PARADE LUNCH BOX,5871,10791.83,270,468,0.0006
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,5681,10779.640000000001,208,426,0.0006
21671,RED SPOT CERAMIC DRAWER KNOB,8931,10762.47,265,568,0.0006
84988,SET OF 72 PINK HEART PAPER DOILIES,7595,10729.4,379,618,0.0006
35400,WOODEN BOX ADVENT CALENDAR,1239,10710.1,241,331,0.0006
47591D,PINK FAIRY CAKE CHILDRENS APRON,5839,10704.21,393,682,0.0006
22667,RECIPE BOX RETROSPOT,3841,10702.150000000001,338,645,0.0006
21260,FIRST AID TIN,3370,10675.6,303,442,0.0006
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,2749,10667.05,228,363,0.0006
22950,36 DOILIES VINTAGE CHRISTMAS,7744,10590.4,251,299,0.0006
22649,STRAWBERRY FAIRY CAKE TEAPOT,2203,10577.95,198,410,0.0006
21937,STRAWBERRY   PICNIC BAG,3801,10572.95,286,499,0.0006
22616,PACK OF 12 LONDON TISSUES,37084,10519.359999999999,319,633,0.0006
22417,PACK OF 60 SPACEBOY CAKE CASES,20867,10465.49,521,911,0.0006
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2258,10432.08,215,286,0.0006
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,7488,10423.199999999999,292,449,0.0006
21844,RED RETROSPOT MUG,3787,10415.65,195,297,0.0006
22988,SOLDIERS EGG CUP,9033,10415.220000000001,207,349,0.0006
21172,PARTY METAL SIGN,7444,10392.72,420,804,0.0006
22637,PIGGY BANK RETROSPOT,4278,10377.02,329,496,0.0006
21868,POTTING SHED TEA MUG,8770,10353.86,377,719,0.0006
48185,DOOR MAT FAIRY CAKE,1640,10347.72,181,316,0.0006
23209,LUNCH BAG VINTAGE DOILY,6438,10347.66,319,538,0.0006
21326,AGED GLASS SILVER T-LIGHT HOLDER,17004,10338.6,307,532,0.0006
22580,ADVENT CALENDAR GINGHAM SACK,1785,10338.230000000001,275,388,0.0006
23209,LUNCH BAG DOILEY PATTERN,6477,10323.05,290,464,0.0006
22109,FULL ENGLISH BREAKFAST PLATE,2872,10321.92,205,389,0.0006
22768,FAMILY PHOTO FRAME CORNICE,1114,10310.189999999999,243,320,0.0006
21907,I'M ON HOLIDAY METAL SIGN,4990,10306.150000000001,381,694,0.0006
22729,ALARM CLOCK BAKELIKE ORANGE,2797,10300.44,236,500,0.0006
22488,NATURAL SLATE RECTANGLE CHALKBOARD,6453,10285.609999999999,426,653,0.0006
22508,DOORSTOP RETROSPOT HEART,2695,10283.5,400,577,0.0006
21121,SET/10 RED POLKADOT PARTY CANDLES,8541,10238.49,301,438,0.0006
22468,BABUSHKA LIGHTS STRING OF 10,1630,10229.64,196,335,0.0006
22274,FELTCRAFT DOLL EMILY,3675,10227.310000000001,344,578,0.0006
22663,JUMBO BAG DOLLY GIRL DESIGN,5367,10206.78,268,526,0.0006
21210,SET OF 72 RETROSPOT PAPER  DOILIES,7259,10177.119999999999,313,482,0.0006
23170,REGENCY TEA PLATE ROSES,6563,10170.99,224,328,0.0006
21524,DOOR MAT SPOTTY HOME SWEET HOME,1733,10121.69,170,256,0.0006
22367,CHILDRENS APRON SPACEBOY DESIGN,5455,10120.289999999999,450,714,0.0006
22302,COFFEE MUG PEARS  DESIGN,4808,10043.41,212,352,0.0006
21624,VINTAGE UNION JACK DOORSTOP,1710,9987.98,281,350,0.0006
22791,T-LIGHT GLASS FLUTED ANTIQUE,8698,9985.630000000001,226,332,0.0006
20828,GLITTER BUTTERFLY CLIPS,4220,9951.0,261,499,0.0006
23208,LUNCH BAG VINTAGE LEAF DESIGN,6191,9950.35,305,597,0.0006
23300,GARDENERS KNEELING PAD CUP OF TEA,6285,9933.689999999999,351,635,0.0006
21429,RED GINGHAM ROSE JEWELLERY BOX,5930,9907.5,418,764,0.0006
21670,BLUE SPOT CERAMIC DRAWER KNOB,8061,9894.93,260,580,0.0006
22418,10 COLOUR SPACEBOY PEN,11892,9878.099999999999,331,472,0.0006
48111,DOOR MAT 3 SMILEY CATS,1773,9861.69,125,246,0.0006
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2523,9827.25,150,211,0.0006
21833,CAMOUFLAGE LED TORCH,5931,9797.31,210,337,0.0006
21982,PACK OF 12 SUKI TISSUES,31340,9774.279999999999,335,521,0.0006
22620,4 TRADITIONAL SPINNING TOPS,7559,9763.68,449,654,0.0006
22834,HAND WARMER BABUSHKA DESIGN,6378,9747.83,297,479,0.0006
23343,JUMBO BAG VINTAGE CHRISTMAS,4905,9742.1,286,385,0.0006
48194,DOOR MAT HEARTS,1654,9715.06,188,281,0.0006
23076,ICE CREAM SUNDAE LIP GLOSS,7896,9638.16,202,248,0.0006
21922,UNION STRIPE WITH FRINGE  HAMMOCK,1280,9624.04,204,330,0.0006
84997B,CHILDRENS CUTLERY RETROSPOT RED,2492,9603.68,157,229,0.0006
22970,LONDON BUS COFFEE MUG,4213,9582.15,180,276,0.0006
21257,VICTORIAN SEWING BOX MEDIUM,1267,9550.49,206,360,0.0005
21086,SET/6 RED SPOTTY PAPER CUPS,15834,9513.300000000001,311,621,0.0005
16014,SMALL CHINESE STYLE SCISSOR,29354,9512.68,46,92,0.0005
22966,GINGERBREAD MAN COOKIE CUTTER,7946,9497.91,422,610,0.0005
22795,SWEETHEART RECIPE BOOK STAND,1465,9465.55,227,402,0.0005
22968,ROSE COTTAGE KEEPSAKE BOX,1036,9409.199999999999,182,243,0.0005
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2061,9376.67,174,283,0.0005
21974,SET OF 36 PAISLEY FLOWER DOILIES,6652,9374.96,355,557,0.0005
20829,GLITTER HANGING BUTTERFLY STRING,4700,9350.390000000001,207,404,0.0005
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3296,9347.16,335,411,0.0005
48184,DOOR MAT ENGLISH ROSE,1445,9343.43,184,291,0.0005
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2201,9326.33,248,437,0.0005
22064,PINK DOUGHNUT TRINKET POT,6214,9302.099999999999,213,479,0.0005
22656,VINTAGE BLUE KITCHEN CABINET,45,9290.0,30,37,0.0005
85099B,RED RETROSPOT JUMBO BAG,5333,9289.35,157,183,0.0005
22120,WELCOME  WOODEN BLOCK LETTERS,967,9289.199999999999,196,316,0.0005
22740,POLKADOT PEN,11303,9276.83,142,180,0.0005
23240,SET OF 4 KNICK KNACK TINS DOILY,2286,9237.300000000001,230,312,0.0005
22668,PINK BABY BUNTING,3290,9236.86,296,381,0.0005
84880,WHITE WIRE EGG HOLDER,1668,9227.800000000001,185,327,0.0005
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,2558,9227.380000000001,172,253,0.0005
22840,ROUND CAKE TIN VINTAGE RED,1233,9211.630000000001,273,367,0.0005
23171,REGENCY TEA PLATE GREEN,5966,9184.9,195,270,0.0005
22978,PANTRY ROLLING PIN,2406,9180.529999999999,153,197,0.0005
21756,BATH BUILDING BLOCK WORD,1543,9164.78,327,519,0.0005
22694,WICKER STAR,4428,9115.800000000001,484,720,0.0005
22904,CALENDAR PAPER CUT DESIGN,3195,9110.29,269,398,0.0005
85014A,BLACK/BLUE POLKADOT UMBRELLA,1622,9085.49,238,357,0.0005
82552,WASHROOM METAL SIGN,6746,9080.01,346,654,0.0005
22380,TOY TIDY SPACEBOY,4654,9044.0,300,549,0.0005
22767,TRIPLE PHOTO FRAME CORNICE,977,9035.63,197,279,0.0005
22300,COFFEE MUG DOG + BALL DESIGN,3923,9021.39,254,411,0.0005
22198,LARGE POPCORN HOLDER,5700,9006.199999999999,212,411,0.0005
23175,REGENCY MILK JUG PINK,3062,8995.0,206,272,0.0005
22179,SET 10 LIGHTS NIGHT OWL,1400,8990.800000000001,165,300,0.0005
21745,GAOLERS KEYS DECORATIVE GARDEN,2670,8980.54,236,460,0.0005
21735,TWO DOOR CURIO CABINET,765,8960.1,139,202,0.0005
22992,REVOLVER WOODEN RULER,4914,8944.439999999999,217,285,0.0005
22942,CHRISTMAS LIGHTS 10 SANTAS,1181,8912.95,176,217,0.0005
22429,ENAMEL MEASURING JUG CREAM,2149,8867.29,364,526,0.0005
85232B,SET/3 RUSSIAN DOLL STACKING TINS,1866,8864.300000000001,154,301,0.0005
47570B,TEA TIME TABLE CLOTH,928,8852.880000000001,129,188,0.0005
22131,FOOD CONTAINER SET 3 LOVE HEART,4965,8846.17,276,496,0.0005
22089,PAPER BUNTING VINTAGE PAISLEY,3196,8842.150000000001,290,421,0.0005
82001S,VINYL RECORD FRAME SILVER,2550,8831.2,83,177,0.0005
21892,TRADITIONAL WOODEN CATCH CUP GAME,7273,8814.42,447,601,0.0005
22549,PICTURE DOMINOES,6222,8813.74,403,540,0.0005
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2403,8796.77,278,504,0.0005
22144,CHRISTMAS CRAFT LITTLE FRIENDS,4289,8790.7,392,535,0.0005
22741,FUNKY DIVA PEN,10297,8672.109999999999,132,196,0.0005
21035,SET/2 RED RETROSPOT TEA TOWELS,3001,8670.71,191,292,0.0005
21558,SKULL LUNCH BOX WITH CUTLERY,3630,8643.6,253,490,0.0005
21781,MA CAMPAGNE CUTLERY BOX,595,8609.25,150,314,0.0005
22381,TOY TIDY PINK POLKADOT,4378,8587.48,177,381,0.0005
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2362,8574.54,169,243,0.0005
23582,VINTAGE DOILY JUMBO BAG RED,4434,8508.220000000001,186,234,0.0005
23581,JUMBO BAG PAISLEY PARK,4358,8498.04,230,302,0.0005
22333,RETROSPOT PARTY BAG + STICKER SET,5526,8497.179999999998,210,348,0.0005
20724,RED SPOTTY CHARLOTTE BAG,10648,8468.4,282,587,0.0005
22947,WOODEN ADVENT CALENDAR RED,773,8459.95,124,162,0.0005
21985,PACK OF 12 HEARTS DESIGN TISSUES,24766,8441.64,493,734,0.0005
79000,MOROCCAN TEA GLASS,11309,8407.61,195,333,0.0005
22381,TOY TIDY PINK RETROSPOT,4279,8393.1,241,410,0.0005
22725,ALARM CLOCK BAKELIKE CHOCOLATE,2266,8367.84,217,419,0.0005
23318,BOX OF 6 MINI VINTAGE CRACKERS,3645,8345.43,270,329,0.0005
